reference_id,name,source_kind,review_tier,source_family,domain,surface_type,page_job,information_topology,transferable_principle,non_transferable_or_caution,source_url,source_page,maturity_signal,reviewed_on,evidence_scope,evidence_notes
AW-278,DICH™ Fashion,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-279,Trawelt,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-280,Turn.io,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-281,Native,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-282,Flashlights,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-283,M&C 4.0,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-284,NEVERHACK,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-285,Phantom.Land,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-286,Micro,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-287,Seriti Films,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-288,Sami,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-289,Dayos,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-290,Jordan Delcros Portfolio,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-291,Aramco - The Birth of Oil,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-292,Inkwell,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-293,Eislab,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-294,Clement Grellier — Portfolio,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-295,Matthew Fisher,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=15,15,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
SYS-001,GOV.UK Design System,design_system,deep,design-system.service.gov.uk,public service,design_system,service completion,task-oriented forms / navigation,"Reusable styles, components and patterns are grounded in research and accessibility, not visual novelty.",Do not copy government branding into unrelated products.,https://design-system.service.gov.uk/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-002,GOV.UK Type Scale,design_system,deep,design-system.service.gov.uk,typography,design_system,read across devices,responsive type scale,Type scale and line height should be tested and adjusted for small screens rather than proportionally shrunk.,The exact scale belongs to GOV.UK and is not a universal theme.,https://design-system.service.gov.uk/styles/type-scale/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-003,GOV.UK Spacing,design_system,deep,design-system.service.gov.uk,layout,design_system,express relationships across breakpoints,responsive and static spacing,Separate responsive layout spacing from static component spacing.,Do not mechanically copy 5px increments into every project.,https://design-system.service.gov.uk/styles/spacing/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-004,U.S. Web Design System,design_system,deep,designsystem.digital.gov,public service,design_system,build accessible government services,patterns / components,"Start from user needs, accessibility and consistent patterns before expression.",Official public-service conventions are not a generic enterprise skin.,https://designsystem.digital.gov/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-005,Carbon Design System,design_system,deep,carbondesignsystem.com,enterprise product,design_system,unified product work,component and foundation system,"A mature system combines code, design tools, guidance and community rather than only a component gallery.",Carbon visual identity should not be imported wholesale into unrelated brands.,https://carbondesignsystem.com/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-006,Carbon Productive and Expressive Typography,design_system,deep,carbondesignsystem.com,typography,design_system,match typography to task,productive vs expressive modes,Separate productive task surfaces from expressive editorial moments instead of blending one loud style everywhere.,Do not interpret expressive as permission for oversized headings in every product page.,https://carbondesignsystem.com/elements/typography/style-strategies/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-007,Carbon Data Table,design_system,deep,carbondesignsystem.com,data product,design_system,scan and compare records,aligned comparison,"Column width should follow content, and data tables need enough room in the main work area.",Do not turn every dataset into a table when the user is not comparing rows.,https://carbondesignsystem.com/components/data-table/usage/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-008,Carbon Motion,design_system,deep,carbondesignsystem.com,motion,design_system,communicate state and emphasis,productive vs expressive motion,Reserve expressive motion for occasional important moments; routine work uses productive motion.,Do not copy curves without considering platform and distance.,https://carbondesignsystem.com/elements/motion/overview/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-009,Adobe Spectrum,design_system,deep,spectrum.adobe.com,cross-product UI,design_system,build consistent creative products,cohesive component system,"Component roles, states and accessibility form a coherent language across many products.",Adobe visual identity is not a neutral starter theme.,https://spectrum.adobe.com/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-010,Adobe Spectrum 2,design_system,deep,spectrum.adobe.com,cross-product UI,design_system,increase clarity and cohesion,adaptive visual foundation,"Layering, contrast and readability can evolve without making every component louder.",Do not treat subtle shadow or layering as a universal premium formula.,https://spectrum.adobe.com/page/spectrum-2/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-011,GitHub Primer Product UI,design_system,deep,primer.style,developer product,design_system,support code and collaboration workflows,productive interface system,Keep product UI and brand/marketing expression as related but distinct systems.,GitHub styling should not become a generic developer-tool clone.,https://primer.style/product/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-012,Shopify Polaris,design_system,deep,shopify.dev,commerce admin,design_system,operate inside Shopify admin,platform-native components,"When a product lives inside a host platform, platform conventions and embedded workflows outweigh standalone visual novelty.",Do not use Polaris outside Shopify merely because it looks mature.,https://shopify.dev/docs/api/app-home/polaris-web-components,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-013,Fluent 2 Design Tokens,design_system,deep,fluent2.microsoft.design,cross-platform product,design_system,keep decisions consistent across platforms,semantic tokens,"Tokens create a shared language for color, typography, spacing and elevation across disciplines.",Do not expose token consistency as visual sameness across all products.,https://fluent2.microsoft.design/design-tokens,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-014,Fluent 2 Typography,design_system,deep,fluent2.microsoft.design,typography,design_system,create stable visual rhythm,baseline alignment,Baseline alignment and role-specific text colors can create hierarchy without decorative type choices.,Do not assume Fluent typeface choices fit Chinese or every brand.,https://fluent2.microsoft.design/typography,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-015,Fluent 2 Layout,design_system,deep,fluent2.microsoft.design,layout,design_system,express relationship strength,component vs pattern spacing,Use smaller spacing inside a component and larger spacing between patterns to encode semantic proximity.,"The Fluent spacing ramp is evidence, not a mandatory scale.",https://fluent2.microsoft.design/layout,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-016,Fluent 2 Accessibility,design_system,deep,fluent2.microsoft.design,accessibility,design_system,make interfaces scannable and operable,heading and focus structure,"Heading hierarchy and focus order are part of visual design, not post-production compliance.",Do not copy only the visual layer while omitting keyboard evidence.,https://fluent2.microsoft.design/accessibility,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-017,Atlassian Design Foundations,design_system,deep,atlassian.design,collaboration product,design_system,support complex teamwork,tokens and foundations,Foundations name and store design decisions so components do not each invent their own styling.,Atlassian density and tone are product-specific.,https://atlassian.design/foundations,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-018,Atlassian Typography,design_system,deep,atlassian.design,typography,design_system,organize dense product content,tokenized text roles,Typography styles include optimized spacing and work with color and spacing tokens as a system.,Do not use token labels as a substitute for testing Chinese metrics.,https://atlassian.design/foundations/typography-beta,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-019,Atlassian Iconography,design_system,deep,atlassian.design,iconography,design_system,support actions without stealing hierarchy,role and scale taxonomy,"Icon size, spacing and role should match the importance of the action and surrounding typography.",Changing icon libraries does not create originality.,https://atlassian.design/foundations/iconography,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-020,Atlassian Spacing,design_system,deep,atlassian.design,layout,design_system,maintain consistent relations,limited spacing scale,A limited scale can reduce arbitrary values while still allowing varied layouts.,An 8px base is not proof that every relationship deserves the same rhythm.,https://atlassian.design/foundations/spacing,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-021,Material Design 3,design_system,deep,m3.material.io,adaptive product,design_system,build across platforms,components / styles / motion,A design system is adaptable; expressive components are chosen in relation to platform and product intent.,Material Expressive is not a license to add contrasting shapes and motion everywhere.,https://m3.material.io/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-022,Material 3 Typography,design_system,deep,m3.material.io,typography,design_system,make text legible and structured,hierarchy and line height,"Typography guidance must include hierarchy, line height and usage, not only font family.",Material type roles still require CJK-specific testing.,https://m3.material.io/styles/typography,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-023,Material 3 Motion,design_system,deep,m3.material.io,motion,design_system,make transitions understandable,standard vs expressive schemes,Motion schemes are product decisions; standard and expressive modes should not be mixed indiscriminately.,Do not copy spring or duration presets without testing interaction distance and interruption.,https://m3.material.io/styles/motion/overview/how-it-works,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-024,React Spectrum,component_system,deep,react-spectrum.adobe.com,accessible product UI,component_system,build robust cross-device interfaces,adaptive component library,Use a mature behavior and accessibility foundation for complex controls rather than recreating them from screenshots.,Spectrum styling carries Adobe identity; behavior can be studied separately.,https://react-spectrum.adobe.com/index.html,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-025,Radix Primitives,component_system,deep,radix-ui.com,headless UI,component_system,build a custom design system,accessible behavior primitives,Unstyled accessible primitives separate interaction reliability from visual identity.,Default community skins built on Radix can still look templated.,https://www.radix-ui.com/primitives,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-026,Base UI,component_system,deep,base-ui.com,headless UI,component_system,build distinctive React interfaces,composable accessible components,Choose an unstyled foundation when the project needs full visual control and complex edge-case handling.,Headless does not automatically produce good visual design; the contract still matters.,https://base-ui.com/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
SYS-027,Ark UI,component_system,deep,ark-ui.com,multi-framework UI,component_system,reuse behavior across frameworks,state-machine-powered primitives,State-machine behavior can be shared while each project owns its visual language.,Cross-framework consistency should not become cross-project visual sameness.,https://ark-ui.com/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-001,Notion Projects,mature_product,deep,notion.com,project management,mature_product,organize projects and relationships,database / timeline / dependency views,"Offer multiple views when the same underlying objects support different questions such as detail, time and dependency.",Do not copy the sidebar-and-database appearance without the underlying object model.,https://www.notion.com/product/projects,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-002,Notion Wikis,mature_product,deep,notion.com,knowledge management,mature_product,find and maintain shared knowledge,connected docs and database,Treat pages as living connected objects rather than isolated article cards.,Notion minimalism is not a default typography or whitespace formula.,https://www.notion.com/product/wikis,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-003,Figma Dev Mode,mature_product,deep,figma.com,design handoff,mature_product,translate design context into implementation,dedicated task mode,A dedicated mode can reframe the same artifact for a different role while preserving shared context.,Do not copy Figma panels; copy the role-specific transformation of information.,https://www.figma.com/dev-mode/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-004,Linear Product System,mature_product,deep,linear.app,product development,mature_product,trace work from task to company goal,issues / projects / initiatives,Make relationships between granular work and higher-level outcomes navigable rather than merely labelled.,Linear dark minimalism is a heavily copied skin and should not be used as evidence of originality.,https://linear.app/product,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-005,Slack Work Platform,mature_product,deep,slack.com,collaboration,mature_product,find and act on team context,channels / search / conversation,Use the dominant object—channel or conversation—as the navigation and retrieval backbone.,A left sidebar full of icons is not transferable without Slack-like object volume.,https://slack.com/features,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-006,Slack Workflow Builder,mature_product,deep,slack.com,workflow automation,mature_product,standardize repeatable team processes,sequence of actions,Represent automation as a clear sequence tied to the context where it runs.,Do not add node editors when a shorter form or checklist is sufficient.,https://slack.com/features/workflow-automation,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-007,Wise Business,mature_product,deep,wise.com,financial operations,mature_product,"pay, receive and manage money",multi-currency task suite,Organize finance around concrete verbs and currencies rather than generic dashboard modules.,Wise brand colors and illustration style are not a universal fintech pattern.,https://wise.com/gb/business/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-008,Wise Currency Converter,mature_product,deep,wise.com,financial calculator,mature_product,understand amount and exchange result,paired input/output conversion,"Keep the paired quantities, units, rate and action in one causal reading path.",Do not surround a simple conversion with unrelated KPI cards.,https://wise.com/gb/currency-converter/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-009,Ramp Products,mature_product,deep,ramp.com,spend management,mature_product,control company spending,cards / expenses / approvals / AP,Group features around the spend lifecycle and control consequences rather than visual categories.,A finance product should not copy Ramp marketing sections into an operational workbench.,https://ramp.com/products,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-010,Ramp Pricing and Controls,mature_product,deep,ramp.com,finance comparison,mature_product,compare plans and control scope,feature matrix / policy controls,A comparison surface should align capabilities and exceptions on shared rows.,Large pricing tables are wrong when users are not choosing between fixed packages.,https://ramp.com/pricing,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-011,Mercury Invoicing,mature_product,deep,mercury.com,business banking,mature_product,"create, send and track invoices",invoice creation and status,"Keep creation, amount, payment method and receivable status connected to the banking context.",Do not treat polished invoice visuals as a substitute for status and error flows.,https://mercury.com/invoicing,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-012,Mercury Banking,mature_product,deep,mercury.com,financial operations,mature_product,manage connected money operations,payments / invoicing / accounting,A financial workspace gains value when adjacent tasks share a source of truth.,All-in-one navigation can become clutter if relationships are not real.,https://mercury.com/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-013,Khan Academy Student Mastery Dashboard,mature_product,deep,support.khanacademy.org,learning,mature_product,see mastery and continue learning,progress and next-task dashboard,"Progress should point to the next learning action, not merely display a percentage.",Gamified cards are not automatically suitable for advanced professional study.,https://support.khanacademy.org/hc/en-us/articles/46935588089997-How-do-I-use-the-student-dashboard-in-Khan-Academy,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-014,Khan Academy Teacher Mastery Reports,mature_product,deep,khanacademy.org,learning analytics,mature_product,find where learners are stuck,class / skill progress,"Aggregate progress is useful when it supports drill-down to class, learner and skill.",Do not copy a teacher dashboard for a solo learner without changing the decision task.,https://www.khanacademy.org/khan-for-educators/khan-for-educators-advanced-course/x2e5750eab575b791%3Akhan-for-educators-advanced/x2e5750eab575b791%3Ausing-ka-reports-to-personalize-learning/a/review-student-progress-toward-mastery-a9,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-015,Coursera Course Catalog,mature_product,deep,coursera.org,education marketplace,mature_product,find a suitable course or credential,filtered catalog / comparison,"Filtering should reflect the user goal, level and learning product, not generic tags alone.",Catalog card density does not transfer to a single-course learning surface.,https://www.coursera.org/browse,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-016,Coursera Professional Certificates,mature_product,deep,coursera.org,credential discovery,mature_product,choose a career credential,category and program comparison,Organize programs by intended outcome and credential path to reduce ambiguous browsing.,Credential marketing language should not dominate task-oriented study pages.,https://www.coursera.org/professional-certificates,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-017,Duolingo Learning Path,mature_product,deep,blog.duolingo.com,guided learning,mature_product,know what lesson to do next,step-by-step path,A guided path removes uncertainty by ordering learning and embedding practice at deliberate intervals.,The winding visual path and gamification are not appropriate for every subject or adult professional learner.,https://blog.duolingo.com/new-duolingo-home-screen-design/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-018,Brilliant Interactive Learning,mature_product,deep,brilliant.org,STEM learning,mature_product,learn by doing and recover from mistakes,interactive problem / adaptive feedback,Turn explanation into manipulable problems and adjust feedback to where the learner is stuck.,Do not add interaction for decoration when the concept is better served by concise text or a table.,https://brilliant.org/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
PROD-019,Brilliant Learning Paths,mature_product,deep,brilliant.org,guided learning,mature_product,progress from fundamentals to advanced topics,course sequence with checkpoints,"Use checkpoints to verify understanding before progression, not merely to decorate a chapter list.",Streaks and XP should not replace domain mastery evidence.,https://brilliant.org/help/features/,,official design-system or mature product surface,2026-09-02,official documentation/product surface deep read,official documentation/product surface deep read
BREADTH-001,Headless UI,component_system,deep,headlessui.com,accessible headless UI,component_system,Implement robust keyboard and stateful controls without inheriting a visual skin,component state / keyboard behavior,"Separate accessibility and interaction state from appearance; expose focus, selected, open and disabled states so a project-specific visual system can represent them deliberately.",Headless UI is closely associated with Tailwind examples; copying example utility classes can recreate a familiar starter look even though the components are unstyled.,https://headlessui.com/react/menu,,Official detailed design or product documentation,2026-09-02,"Official overview plus Menu, Select, Checkbox and Fieldset state/accessibility documentation.","Confirmed unstyled components, keyboard support, native semantics where applicable and explicit state exposure for custom styling."
BREADTH-002,Ant Design,design_system,deep,ant.design,enterprise product design,design_system,Adapt recurring enterprise patterns to a product-specific task while preserving certainty and usability,enterprise patterns / forms / data,"Use documented patterns as a starting point, then derive a business-specific solution; distinguish system-level foundations from product-level decisions instead of applying one permutation mechanically.",Ant Design has a highly recognizable visual language and enterprise density; shipping its default skin or card/list demos unchanged will look generic and may not fit a Chinese learning or accounting product.,https://ant.design/docs/spec/overview/,,Official detailed design or product documentation,2026-09-02,"Official design values, pattern overview, layout, color-system and form documentation.","Confirmed that patterns are starting points, product-level color is derived from requirements, and layout guidance explicitly distinguishes permutation from real design."
BREADTH-003,SAP Fiori,design_system,deep,experience.sap.com,enterprise operations,design_system,"Choose a supported enterprise floorplan and preserve draft, message, navigation and keyboard behavior",list report / worklist / object page / analytical list,"Select a floorplan only when it supports the actual task and required features; object, list and analytical views should be chosen by workflow rather than visual preference.",Fiori floorplans are tied to SAP data and OData capabilities. Recreating the shell outside that environment without the object model and workflow creates enterprise cosplay.,https://experience.sap.com/fiori-design-web/v1-102/smart-templates/,,Official detailed design or product documentation,2026-09-02,"Official Fiori Elements overview, supported floorplans, draft/message handling, navigation and keyboard feature guidance.","Confirmed explicit fit test between desired floorplan and supported features, including draft flow, messages and keyboard shortcuts."
BREADTH-004,Salesforce Lightning Design System,design_system,deep,lightningdesignsystem.com,CRM platform UI,design_system,Build platform-consistent Salesforce workflows while allowing controlled visual evolution through hooks,platform patterns / records / actions,Keep structural patterns and platform behavior stable while allowing visual tokens and styling hooks to evolve; platform familiarity can reduce time to task for repeated record workflows.,"SLDS and Cosmos are Salesforce identities. Their navigation, color and component appearance should not be exported as generic “enterprise trust” styling.",https://www.lightningdesignsystem.com/,,Official detailed design or product documentation,2026-09-02,"Official SLDS 2 overview, pattern library, component documentation, transition guidance and styling-hook architecture.",Confirmed separation of structure and visual design through styling hooks and a pattern language grounded in Salesforce product workflows.
BREADTH-005,PatternFly,design_system,deep,patternfly.org,enterprise administration,design_system,"Handle empty, loading, wizard and master-detail states with clear next actions and recoverable outcomes",state flow / wizard / primary-detail,"Design empty and progress states as part of the workflow: explain the current condition, provide the next action, preserve cancellation semantics and show a clear completion outcome.",PatternFly density and shell patterns target enterprise infrastructure products. Do not introduce wizards or master-detail layouts when a shorter form or direct action is enough.,https://www.patternfly.org/components/wizard/design-guidelines,,Official detailed design or product documentation,2026-09-02,"Official empty-state, wizard, primary-detail, data-list and loading guidance.","Confirmed next-step empty states, cancellable wizard progress with rollback expectations, completion screens and context-specific detail-pane states."
BREADTH-006,Elastic EUI,design_system,deep,eui.elastic.co,data and observability UI,design_system,"Operate dense search, filter, table and diagnostic interfaces without losing action hierarchy",filters / flexible table / contextual actions,"In action-heavy data interfaces, reduce visual noise by reserving filled and semantic buttons for their real consequences, while keeping sorting, selection, pagination and contextual actions discoverable.",EUI patterns reflect observability and data-exploration workloads. Their panel density and query controls are excessive for reading-oriented or simple single-task pages.,https://eui.elastic.co/,,Official detailed design or product documentation,2026-09-02,"Official EUI component overview, button semantics, search/filter, breadcrumb and accessibility guidance.","Confirmed dense-table capabilities, semantic-color constraints, consistent button sizing and explicit accessibility requirements for icon actions."
BREADTH-007,GitLab Pajamas,design_system,deep,design.gitlab.com,developer collaboration,design_system,"Govern shared foundations, reusable components and product-specific extensions with explicit ownership",core foundations / extended patterns / contribution lifecycle,"Differentiate system-wide core assets from task-specific extensions, and assign ownership, documentation and review depth according to how broadly a pattern must scale.","GitLab foundations intentionally create GitLab personality. Copying its product colors, iconography or navigation outside that product is not neutral system design.",https://design.gitlab.com/get-started/design-system-philosophy,,Official detailed design or product documentation,2026-09-02,"Official Pajamas overview, philosophy, foundations, design tokens and contribution/support-level documentation.","Confirmed core-versus-extended governance, semantic token layers, documented ownership and different review/support obligations."
